year,op,name,kind,n
2014,321,321 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАПОВIТОМ,ПРИЧІП,44
2014,322,322 -  ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,ВАНТАЖНИЙ,3
2014,322,322 -  ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,ЛЕГКОВИЙ,12
2014,322,322 -  ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,НАПІВПРИЧІП,1
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,АВТОБУС,108
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,ВАНТАЖНИЙ,561
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,ЛЕГКОВИЙ,8742
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,МОПЕД,8
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,МОТОЦИКЛ,73
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,НАПІВПРИЧІП,68
2014,322,322 - ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ,ПРИЧІП,436
2014,323,323 - ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА СПАДЩИНОЮ(ЗА ЗАКОНОМ),МОТОЦИКЛ,1
2014,330,330 -  ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,АВТОБУС,1
2014,330,330 -  ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,ЛЕГКОВИЙ,2
2014,330,330 -  ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,ПРИЧІП,1
2014,330,330 - ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,АВТОБУС,30
2014,330,330 - ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,ВАНТАЖНИЙ,314
2014,330,330 - ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,ЛЕГКОВИЙ,772
2014,330,330 - ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,МОТОЦИКЛ,6
2014,330,330 - ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,НАПІВПРИЧІП,17
2014,330,330 - ПЕРЕРЕЄСТРАЦIЯ НА НОВОГО ВЛАСНИКА ЗА РIШЕННЯМ СУДУ,ПРИЧІП,39
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,АВТОБУС,23
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,ВАНТАЖНИЙ,165
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,ЛЕГКОВИЙ,648
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,МОПЕД,1
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,МОТОЦИКЛ,1
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,НАПІВПРИЧІП,13
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,ПРИЧІП,19
2014,331,331 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРОВЕДЕНОГО АУКЦІОНУ,СПЕЦІАЛІЗОВАНІ,1
2014,332,332 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА ПОСТАНОВОЮ ПРО ПЕРЕДАЧУ МАЙНА,АВТОБУС,30
2014,332,332 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА ПОСТАНОВОЮ ПРО ПЕРЕДАЧУ МАЙНА,ВАНТАЖНИЙ,72
2014,332,332 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА ПОСТАНОВОЮ ПРО ПЕРЕДАЧУ МАЙНА,ЛЕГКОВИЙ,114
2014,332,332 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА ПОСТАНОВОЮ ПРО ПЕРЕДАЧУ МАЙНА,МОПЕД,1
2014,332,332 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА ПОСТАНОВОЮ ПРО ПЕРЕДАЧУ МАЙНА,НАПІВПРИЧІП,16
2014,332,332 - ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА ПОСТАНОВОЮ ПРО ПЕРЕДАЧУ МАЙНА,ПРИЧІП,5
2014,340,340 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,ЛЕГКОВИЙ,2
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,АВТОБУС,122
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,ВАНТАЖНИЙ,444
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,ЛЕГКОВИЙ,5805
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,МОПЕД,8
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,МОТОЦИКЛ,35
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,НАПІВПРИЧІП,73
2014,340,340 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА,ПРИЧІП,133
2014,341,341 - ПЕРЕРЕЄСТРАЦІЯ РАНІШЕ ВИКРАДЕНОГО ТЗ,ЛЕГКОВИЙ,14
2014,342,342 - ПЕРЕРЕЄСТРАЦІЯ ТЗ У ЗВЭ'ЯЗКУ З ЗАМІНОЮ СВІДОЦТВА,ЛЕГКОВИЙ,3
2014,343,343 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ'ЯЗКУ ІЗ ЗМІНОЮ ДАНИХ ВЛАСНИКА АБО ТЗ ОТРИМАНОГО ЧЕРЕЗ ВІДДІЛ СОЦ,ЛЕГКОВИЙ,63
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,АВТОБУС,370
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,ВАНТАЖНИЙ,1474
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,ЛЕГКОВИЙ,1951
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,МОПЕД,4
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,МОТОЦИКЛ,14
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,НАПІВПРИЧІП,88
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,ПРИЧІП,115
2014,350,350 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,СПЕЦІАЛІЗОВАНІ,2
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,АВТОБУС,180
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,ВАНТАЖНИЙ,807
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,ЛЕГКОВИЙ,975
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,МОПЕД,4
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,МОТОЦИКЛ,7
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,НАПІВПРИЧІП,59
2014,350,350 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ,ПРИЧІП,73
2014,360,360 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,АВТОБУС,125
2014,360,360 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,ВАНТАЖНИЙ,301
2014,360,360 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,ЛЕГКОВИЙ,690
2014,360,360 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,МОТОЦИКЛ,6
2014,360,360 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,НАПІВПРИЧІП,69
2014,360,360 -  ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,ПРИЧІП,27
2014,360,360 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,АВТОБУС,8
2014,360,360 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,ВАНТАЖНИЙ,152
2014,360,360 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,ЛЕГКОВИЙ,218
2014,360,360 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,НАПІВПРИЧІП,37
2014,360,360 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ МIСЦЯ СТОЯНКИ,ПРИЧІП,5
2014,370,370 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ З ЗАМIНОЮ ДВИГУНА,АВТОБУС,11
2014,370,370 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ З ЗАМIНОЮ ДВИГУНА,ВАНТАЖНИЙ,103
2014,370,370 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ З ЗАМIНОЮ ДВИГУНА,ЛЕГКОВИЙ,233
2014,370,370 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ З ЗАМIНОЮ ДВИГУНА,МОТОЦИКЛ,1
2014,380,380 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ`ЯЗКУ З ЗАМІНОЮ КУЗОВА (ШАСІ),АВТОБУС,59
2014,380,380 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ`ЯЗКУ З ЗАМІНОЮ КУЗОВА (ШАСІ),ВАНТАЖНИЙ,58
2014,380,380 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ`ЯЗКУ З ЗАМІНОЮ КУЗОВА (ШАСІ),ЛЕГКОВИЙ,54
2014,380,380 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ`ЯЗКУ З ЗАМІНОЮ КУЗОВА (ШАСІ),МОТОЦИКЛ,3
2014,380,380 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ`ЯЗКУ З ЗАМІНОЮ КУЗОВА (ШАСІ),НАПІВПРИЧІП,3
2014,380,380 - ПЕРЕРЕЄСТРАЦІЯ У ЗВ`ЯЗКУ З ЗАМІНОЮ КУЗОВА (ШАСІ),ПРИЧІП,1
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,АВТОБУС,86
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,ВАНТАЖНИЙ,543
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,ЛЕГКОВИЙ,1120
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,МОПЕД,5
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,МОТОЦИКЛ,59
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,НАПІВПРИЧІП,58
2014,390,390 - ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ КОЛЬОРУ ТЗ,ПРИЧІП,79
2014,40,"40 -  ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",АВТОБУС,2
2014,40,"40 -  ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ВАНТАЖНИЙ,24
2014,40,"40 -  ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ЛЕГКОВИЙ,149
2014,40,"40 -  ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",МОТОЦИКЛ,5
2014,40,"40 -  ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",НАПІВПРИЧІП,10
2014,40,"40 -  ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ПРИЧІП,13
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",АВТОБУС,3838
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ВАНТАЖНИЙ,33317
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",КВАДРОЦИКЛ,17
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ЛЕГКОВИЙ,228750
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",МОПЕД,166
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",МОТОЦИКЛ,4526
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",НАПІВПРИЧІП,4164
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ПРИЧІП,4317
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",СПЕЦІАЛІЗОВАНІ,231
2014,40,"40 - ВТОРИННА РЕЄСТРАЦІЯ ТЗ, ПРИДБАНОГО В ТОРГОВЕЛЬНІЙ ОРГАНІЗАЦІЇ",ТРИЦИКЛ,50
2014,400,400 -  ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,АВТОБУС,3
2014,400,400 -  ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,ВАНТАЖНИЙ,21
2014,400,400 -  ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,ЛЕГКОВИЙ,114
2014,400,400 -  ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,НАПІВПРИЧІП,1
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,АВТОБУС,526
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,ВАНТАЖНИЙ,8072
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,ЛЕГКОВИЙ,103235
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,МОПЕД,4
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,МОТОЦИКЛ,2
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,НАПІВПРИЧІП,486
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,НЕВИЗНАЧЕНИЙ,3
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,ПРИЧІП,546
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМIНИ НОМЕРНИХ АГРЕГ.,СПЕЦІАЛІЗОВАНІ,123
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМІНИ НОМЕРНИХ АГРЕГАТІВ,ВАНТАЖНИЙ,1
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМІНИ НОМЕРНИХ АГРЕГАТІВ,ЛЕГКОВИЙ,19
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI БЕЗ ЗАМІНИ НОМЕРНИХ АГРЕГАТІВ,ПРИЧІП,1
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,ВАНТАЖНИЙ,5
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,ЛЕГКОВИЙ,47
2014,400,400 - ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,ПРИЧІП,1
2014,401,401 - ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛАДНАННІ ІЗ ЗАМІНОЮ КУЗОВА,АВТОБУС,34
2014,401,401 - ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛАДНАННІ ІЗ ЗАМІНОЮ КУЗОВА,ВАНТАЖНИЙ,117
2014,401,401 - ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛАДНАННІ ІЗ ЗАМІНОЮ КУЗОВА,ЛЕГКОВИЙ,202
2014,401,401 - ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛАДНАННІ ІЗ ЗАМІНОЮ КУЗОВА,НАПІВПРИЧІП,4
2014,401,401 - ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛАДНАННІ ІЗ ЗАМІНОЮ КУЗОВА,ПРИЧІП,10
2014,401,401 - ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛАДНАННІ ІЗ ЗАМІНОЮ КУЗОВА,СПЕЦІАЛІЗОВАНІ,1
2014,402,402 -  ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА,ВАНТАЖНИЙ,1
2014,402,"402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛI.(ЗАМІНА ТИПУ, ПОТУЖ. ДВИГ.)ЗА ПОГОДЖЕННЯМ",ВАНТАЖНИЙ,2
2014,402,"402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛI.(ЗАМІНА ТИПУ, ПОТУЖ. ДВИГ.)ЗА ПОГОДЖЕННЯМ",ЛЕГКОВИЙ,2
2014,402,402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА,АВТОБУС,249
2014,402,402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА,ВАНТАЖНИЙ,1405
2014,402,402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА,ЛЕГКОВИЙ,1988
2014,402,402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА,МОПЕД,1
2014,402,402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА,МОТОЦИКЛ,5
2014,402,"402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI IЗ ЗАМIНОЮ ДВИГУНА (ЗМІНА ОБЄМУ, ВИДУ ПАЛЬНОГО)",ВАНТАЖНИЙ,2
2014,402,"402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI, В ТОМУ ЧИСЛІ ЗАМІНА ТИПУ, ПОТУЖНОСТІ ДВИГУНА З",ВАНТАЖНИЙ,2
2014,402,"402 - ПЕРЕРЕЄСТРАЦIЯ ТЗ ПРИ ПЕРЕОБЛАДНАННI, ЗАМIНА ДВИГУНА (ЗМІНА ОБЄМУ, ВИДУ ПАЛЬНОГО)",ВАНТАЖНИЙ,3
2014,403,403 -  ПЕРЕРЕЄСТРАЦІЯ ПРИ ПЕРЕОБЛАДН. ІЗ ЗАМІНОЮ КУЗОВА ТА ДВИГУНА,ВАНТАЖНИЙ,1
2014,403,403 -  ПЕРЕРЕЄСТРАЦІЯ ПРИ ПЕРЕОБЛАДН. ІЗ ЗАМІНОЮ КУЗОВА ТА ДВИГУНА,ЛЕГКОВИЙ,1
2014,403,403 - ПЕРЕРЕЄСТРАЦІЯ ПРИ ПЕРЕОБЛАДН. ІЗ ЗАМІНОЮ КУЗОВА ТА ДВИГУНА,АВТОБУС,3
